source_id,fce,id,county
,,N0804,BERRIEN
,,P0633,BERRIEN
,,B6352,BERRIEN
,,B2933,JACKSON
,,N7122,JACKSON
,,P0459,JACKSON
,,P1107,JACKSON
,,P0794,JACKSON
,,P0908,JACKSON
,,A1916,JACKSON
,,P0723,JACKSON
,,N0977,JACKSON
,,N8188,JACKSON
,,N3293,JACKSON
,,P0359,JACKSON
,,B1657,JACKSON
,,N3209,JACKSON
,,N6591,JACKSON
,,N5713,JACKSON
,,B2281,JACKSON
,,N7389,LENAWEE
,,P1187,LENAWEE
,,E8117,LENAWEE
,,P0931,LENAWEE
,,N8221,LENAWEE
,,N7360,LENAWEE
,,N6224,LENAWEE
,,P0031,LENAWEE
,,P0971,LENAWEE
,,N7129,CALHOUN
,,N6883,CALHOUN
,,N6880,CALHOUN
,,P0886,JACKSON
,,N5681,JACKSON
,,N1126,CALHOUN
,,N6866,CALHOUN
,,P1049,CALHOUN
,,B8875,LENAWEE
,,P0700,LENAWEE
,,P0743,JACKSON
,,P0793,JACKSON
,,N3765,JACKSON
,,N3631,WASHTENAW
,,N2668,JACKSON
,,N8341,JACKSON
,,N6668,HILLSDALE
,,P0547,CALHOUN
,,P0720,LENAWEE
,,P0769,LENAWEE
,,N6834,HILLSDALE
,,N6997,HILLSDALE
,,B2286,HILLSDALE
,,B5773,HILLSDALE
,,N6564,HILLSDALE
,,P0249,HILLSDALE
,,N7639,JACKSON
,,P1158,LENAWEE
,,B6092,LENAWEE
,,N7481,JACKSON
,,B4311,MONROE
,,P1144,MONROE
,,P0724,MONROE
,,N7976,MONROE
,,N7107,HILLSDALE
,,M3927,HILLSDALE
,,N5916,LENAWEE
,,B4307,JACKSON
,,N6474,INGHAM
,,M4097,INGHAM
,,N8264,INGHAM
,,N8259,INGHAM
,,N3246,LENAWEE
,,N7427,LENAWEE
,,N7283,LENAWEE
,,P0499,LENAWEE
,,N5183,KENT
,,P0546,KENT
,,P0844,KENT
,,N8254,LAKE
,,P1202,LAKE
,,N7846,MECOSTA
,,N3060,MECOSTA
,,N7547,DELTA
,,N7310,NEWAYGO
,,N6582,ISABELLA
,,P0827,KENT
,,N6664,KENT
,,P0828,KENT
,,N6861,KENT
,,N5692,KENT
,,P0391,KENT
,,N2153,KENT
,,N3203,KENT
,,E4437,KENT
,,N3135,KENT
,,N7533,KENT
,,N7230,KENT
,,A2481,KENT
,,N2532,KENT
,,P0511,MECOSTA
,,P0322,NEWAYGO
,,P1093,NEWAYGO
,,P0497,ALLEGAN
,,N8057,MONTCALM
,,N8252,KENT
,,N7407,KENT
,,N6987,KENT
,,N7273,BARRY
,,N6652,MONROE
,,F8470,NEWAYGO
,,N8321,MECOSTA
,,N0849,MECOSTA
,,N5839,KENT
,,P0602,KENT
,,N7555,KENT
,,N3205,KENT
,,P0893,ALLEGAN
,,P1138,ALLEGAN
,,P1207,ALLEGAN
,,P0143,ALLEGAN
,,P0401,ALLEGAN
,,N8272,NEWAYGO
,,B5777,NEWAYGO
,,N7126,NEWAYGO
,,N2085,OTTAWA
,,N7838,OTTAWA
,,P1125,OTTAWA
,,N6929,OTTAWA
,,N6851,OTTAWA
,,N7544,MASON
,,N7473,MASON
,,N1263,ALLEGAN
,,B6261,OTTAWA
,,N1197,OTTAWA
,,B7242,OTTAWA
,,N1818,OTTAWA
,,N3283,OTTAWA
,,N1948,OTTAWA
,,N2033,OTTAWA
,,N7385,OTTAWA
,,N5687,OTTAWA
,,N1185,OTTAWA
,,B7152,OTTAWA
,,B1714,KENT
,,N7818,KENT
,,P0569,KENT
,,N2399,KENT
,,B4113,KENT
,,P0686,ALLEGAN
,,N0547,ALLEGAN
,,P0684,ALLEGAN
,,P0527,OCEANA
,,N7541,OCEANA
,,P0147,OTTAWA
,,P0070,OTTAWA
,,N7761,OTTAWA
,,N3312,OTTAWA
,,P0194,ALLEGAN
,,P0085,OTTAWA
,,M3542,OTTAWA
,,N1290,OTTAWA
,,B4045,OTTAWA
,,N6195,ALLEGAN
,,N8154,ALLEGAN
,,N3355,ALLEGAN
,,P0663,ALLEGAN
,,N7640,OTTAWA
,,P0351,OTTAWA
,,N5797,OTTAWA
,,N6741,OTTAWA
,,N5883,OTTAWA
,,N7144,OTTAWA
,,N8147,OTTAWA
,,N7172,OTTAWA
,,N2330,OTTAWA
,,P0314,OTTAWA
,,N5688,OTTAWA
,,N5226,OTTAWA
,,P0214,OTTAWA
,,P0791,OTTAWA
,,N7756,OTTAWA
,,N7277,KENT
,,N7509,OTTAWA
,,N1743,MASON
,,P0352,MASON
,,N2313,MASON
,,B1914,MUSKEGON
,,N3079,MUSKEGON
,,A4315,MUSKEGON
,,B6635,MUSKEGON
,,N5995,MUSKEGON
,,F7434,MUSKEGON
,,N6561,MUSKEGON
,,N1757,MUSKEGON
,,N7198,MUSKEGON
,,N8091,MUSKEGON
,,N8320,MUSKEGON
,,N8169,MUSKEGON
,,P0319,MUSKEGON
,,N7978,MUSKEGON
,,N5522,MUSKEGON
,,B7175,MUSKEGON
,,B4300,MUSKEGON
,,P0600,MUSKEGON
,,N5330,MUSKEGON
,,N7207,MUSKEGON
,,N5087,MUSKEGON
,,M4227,MUSKEGON
,,N7894,MUSKEGON
,,N7714,MUSKEGON
,,N7027,MUSKEGON
,,N7554,MUSKEGON
,,N1952,MUSKEGON
,,P0630,MUSKEGON
,,N7270,MUSKEGON
,,A5711,OCEANA
,,N8156,OCEANA
,,N7776,MASON
,,P0718,ALLEGAN
,,P1132,MONTCALM
,,P0019,OCEANA
,,P0219,OTTAWA
,,N1627,OTTAWA
,,P0193,KENT
,,P0094,MUSKEGON
,,A5814,OTTAWA
,,N7505,OTTAWA
,,N1970,OTTAWA
,,N7660,OTTAWA
,,N7662,OTTAWA
,,N7664,OTTAWA
,,N7661,OTTAWA
,,N7663,OTTAWA
,,P1183,OTTAWA
,,N7506,OTTAWA
,,P0606,OTTAWA
,,P0151,KENT
,,P0648,KENT
,,N7483,KENT
,,A2464,KENT
,,N8012,KENT
,,P0010,KENT
,,N7254,KENT
,,P0364,KENT
,,B6095,KENT
,,P0737,KENT
,,P1228,KENT
,,N7686,KENT
,,A2533,KENT
,,A2486,KENT
,,N7940,KENT
,,B7037,KENT
,,N5284,KENT
,,N7434,OTTAWA
,,E6807,KENT
,,B5644,KENT
,,A2582,KENT
,,N5898,KENT
,,B2833,KENT
,,B5236,KENT
,,N7855,KENT
,,N6740,KENT
,,A2623,KENT
,,N6442,KENT
,,N8003,KENT
,,N1856,KENT
,,N6194,KENT
,,P0093,KENT
,,P0098,KENT
,,A2465,KENT
,,P0916,KENT
,,N5285,KENT
,,N2787,KENT
,,N7478,KENT
,,P1137,KENT
,,B6196,KENT
,,N1139,KENT
,,N1756,KENT
,,P1156,KENT
,,P0709,KENT
,,P0618,KENT
,,N8197,KENT
,,N7302,KENT
,,P0361,KENT
,,N8194,KENT
,,N8157,KENT
,,N7420,KENT
,,N6814,KENT
,,N6097,KENT
,,N7326,KENT
,,P0402,KENT
,,N7494,SAINT JOSEPH
,,P0104,KENT
,,N6202,KENT
,,P0605,KENT
,,N1455,KENT
,,N7604,KENT
,,P1155,MENOMINEE
,,N1825,KENT
,,P1208,KENT
,,N7534,KENT
,,N6520,KENT
,,A2198,KENT
,,P0253,WEXFORD
,,B4198,WEXFORD
,,P0922,WEXFORD
,,N7293,WEXFORD
,,N2628,WEXFORD
,,N2588,WEXFORD
,,N7275,WEXFORD
,,N7941,WEXFORD
,,N5694,ANTRIM
,,N6500,MANISTEE
,,N7346,BENZIE
,,P0513,BENZIE
,,P0540,BENZIE
,,P0881,LEELANAU
,,P0324,LEELANAU
,,P0655,OSCEOLA
,,N6336,GRAND TRAVERSE
,,P0444,OSCEOLA
,,N6289,BENZIE
,,P1011,MIDLAND
,,P1104,BENZIE
,,P0206,BENZIE
,,N6796,MANISTEE
,,N6078,MANISTEE
,,P1215,KALKASKA
,,P0475,KALKASKA
,,N6465,KALKASKA
,,N7869,GRAND TRAVERSE
,,N7810,MISSAUKEE
,,N7313,MISSAUKEE
,,N5521,OSCEOLA
,,N1965,MANISTEE
,,P0534,LEELANAU
,,B4383,LEELANAU
,,N5498,LEELANAU
,,N7503,LEELANAU
,,P0086,OSCEOLA
,,N6501,GRAND TRAVERSE
,,P0671,WEXFORD
,,P1220,WEXFORD
,,N7903,MANISTEE
,,P1234,KALKASKA
,,P1235,KALKASKA
,,M4163,OSCEOLA
,,B7685,OSCEOLA
,,P1115,GRAND TRAVERSE
,,P0075,GRAND TRAVERSE
,,N8307,GRAND TRAVERSE
,,N8005,GRAND TRAVERSE
,,D5884,GRAND TRAVERSE
,,N6813,GRAND TRAVERSE
,,N3945,GRAND TRAVERSE
,,N7001,GRAND TRAVERSE
,,P0874,GRAND TRAVERSE
,,N7970,OSCEOLA
,,N7902,GRAND TRAVERSE
,,N7259,ALPENA
,,P0505,ALPENA
,,P0507,ALPENA
,,N3501,ALPENA
,,N5141,ALPENA
,,N7266,ALPENA
,,N8087,MONTMORENCY
,,N8217,MONTMORENCY
,,N8216,MONTMORENCY
,,P0096,MONTMORENCY
,,N7876,MONTMORENCY
,,N7765,CHARLEVOIX
,,B4924,MACKINAC
,,A0775,CHARLEVOIX
,,P0536,CHARLEVOIX
,,N7839,CHEBOYGAN
,,N0181,CHEBOYGAN
,,N7018,CHEBOYGAN
,,B2362,CHIPPEWA
,,N6487,CHARLEVOIX
,,N5309,ANTRIM
,,N6052,ANTRIM
,,P0891,ANTRIM
,,N6956,OTSEGO
,,N6918,OTSEGO
,,N7205,OTSEGO
,,M4136,OTSEGO
,,N6211,OTSEGO
,,P1074,OTSEGO
,,P1194,OTSEGO
,,N7184,OTSEGO
,,N7566,ANTRIM
,,A0869,CRAWFORD
,,N6345,KALKASKA
,,P0179,EMMET
,,P0180,EMMET
,,P0181,EMMET
,,P0387,MONTMORENCY
,,P0037,MONTMORENCY
,,N8213,MONTMORENCY
,,P0148,ALPENA
,,N7287,CHEBOYGAN
,,N7286,CHEBOYGAN
,,N7284,OTSEGO
,,N7338,MONTMORENCY
,,N6147,OTSEGO
,,N6122,OTSEGO
,,P0985,OTSEGO
,,N6083,OTSEGO
,,N7536,OTSEGO
,,P0786,ALPENA
,,N7944,MONTMORENCY
,,P0545,MACKINAC
,,N7192,CHIPPEWA
,,N8039,MONTMORENCY
,,N7111,EMMET
,,N7068,EMMET
,,N8145,EMMET
,,B2278,EMMET
,,N3887,EMMET
,,N7105,MACKINAC
,,M1891,PRESQUE ISLE
,,B4925,PRESQUE ISLE
,,N6605,MACKINAC
,,N7124,CHIPPEWA
,,N7919,CHIPPEWA
,,P0074,CHIPPEWA
,,N6640,CHIPPEWA
,,N7918,CHIPPEWA
,,P0393,CHIPPEWA
,,N7262,CHIPPEWA
,,N5215,DICKINSON
,,B1581,DICKINSON
,,P0626,DICKINSON
,,P0095,DICKINSON
,,N3753,DICKINSON
,,N5173,DICKINSON
,,B1582,DICKINSON
,,A0891,DELTA
,,N5111,MENOMINEE
,,N0934,MARQUETTE
,,P0950,MENOMINEE
,,N5647,DELTA
,,D0053,DELTA
,,N2984,DELTA
,,N2563,DELTA
,,P0225,DELTA
,,B1570,DELTA
,,N7220,DELTA
,,B1573,DELTA
,,N6456,DELTA
,,D0066,DELTA
,,N6178,DELTA
,,P0365,DELTA
,,B6259,DELTA
,,N7758,DELTA
,,N7337,DELTA
,,B4931,SCHOOLCRAFT
,,P0004,MARQUETTE
,,N6718,MARQUETTE
,,N6715,MARQUETTE
,,N6725,MARQUETTE
,,N6717,MARQUETTE
,,N6721,MARQUETTE
,,P1110,MARQUETTE
,,M2654,SCHOOLCRAFT
,,P1088,SCHOOLCRAFT
,,P0287,MARQUETTE
,,N6667,MARQUETTE
,,N7162,MARQUETTE
,,B6093,MARQUETTE
,,N5245,MARQUETTE
,,M3792,MARQUETTE
,,N7581,MARQUETTE
,,N0668,MENOMINEE
,,P0332,MENOMINEE
,,N5110,MENOMINEE
,,A3999,MENOMINEE
,,B6341,MENOMINEE
,,N3929,MENOMINEE
,,P1203,MACKINAC
,,N7594,LUCE
,,P1219,LUCE
,,P0468,LUCE
,,N3624,LUCE
,,N7673,DICKINSON
,,N7967,DICKINSON
,,N7447,DELTA
,,N7308,DICKINSON
,,B1583,DICKINSON
,,N8329,MENOMINEE
,,N7789,BARAGA
,,N7959,BARAGA
,,N7917,GOGEBIC
,,N1393,GOGEBIC
,,P1190,GOGEBIC
,,P1218,GOGEBIC
,,P0707,HOUGHTON
,,A1430,HOUGHTON
,,P1008,HOUGHTON
,,P0750,ONTONAGON
,,N7801,HOUGHTON
,,B5440,HOUGHTON
,,N7197,HOUGHTON
,,N8224,HOUGHTON
,,N6575,HOUGHTON
,,N7350,HOUGHTON
,,B8596,HOUGHTON
,,P0627,IRON
,,N3507,IRON
,,N6912,IRON
,,N8303,GOGEBIC
,,N7733,GOGEBIC
,,P0304,GOGEBIC
,,N7371,HOUGHTON
,,N7233,HOUGHTON
,,N6590,BARAGA
,,N6567,ONTONAGON
,,N6612,ONTONAGON
,,N7530,ONTONAGON
,,N8177,GOGEBIC
,,P1039,ONTONAGON
,,P0890,GOGEBIC
,,N6541,GOGEBIC
,,N3508,LAPEER
,,P0228,ROSCOMMON
,,N6621,OAKLAND
,,B5465,OAKLAND
,,A5098,OAKLAND
,,N8025,OAKLAND
,,N2926,SAINT CLAIR
,,P0873,WAYNE
,,P0358,WASHTENAW
,,M4742,WAYNE
,,M4705,WAYNE
,,N7196,WAYNE
,,P0077,WAYNE
,,M4168,WAYNE
,,N7148,GENESEE
,,N7781,SAGINAW
,,F5551,MIDLAND
,,P0091,MIDLAND
,,N1526,BAY
,,N6702,ISABELLA
,,N6706,ISABELLA
,,N6704,ISABELLA
,,N6705,ISABELLA
,,P0805,LIVINGSTON
,,N8293,GRATIOT
,,B1814,MACOMB
,,B8225,LAPEER
,,P0466,KALAMAZOO
,,N0710,INGHAM
,,M2017,INGHAM
,,N2570,KENT
,,N7780,INGHAM
,,N2170,KALAMAZOO
,,N6246,KALAMAZOO
,,N7142,CALHOUN
,,P0970,CALHOUN
,,N8223,CALHOUN
,,P0407,CALHOUN
,,P0417,CALHOUN
,,B4214,CALHOUN
,,N8207,LENAWEE
,,B1661,JACKSON
,,P0469,KENT
,,N6573,OAKLAND
,,B5453,ALLEGAN
,,N8267,MUSKEGON
,,A4238,MUSKEGON
,,M0037,MUSKEGON
,,P0688,CHIPPEWA
,,P1118,SCHOOLCRAFT
,,N6638,KENT
,,N7543,KENT
,,P1200,KENT
,,N6762,KENT
,,A2457,KENT
,,M2315,OTTAWA
,,P1196,GRAND TRAVERSE
,,P1068,GRAND TRAVERSE
,,N5748,GRAND TRAVERSE
,,N6453,GRAND TRAVERSE
,,N1594,CHARLEVOIX
,,B4058,CHARLEVOIX
,,N7508,OTSEGO
,,N6248,OTSEGO
,,P1069,PRESQUE ISLE
,,P0067,DELTA
